date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Revenue,,
01-Aug-22,Haryana,4-Wheelers,163,18545,"₹ 27,81,75,00,000.00",,
01-Aug-22,Himachal Pradesh,4-Wheelers,2,3517,"₹ 5,27,55,00,000.00",,
01-Aug-22,Jammu and Kashmir,4-Wheelers,3,4299,"₹ 6,44,85,00,000.00",,
01-Aug-22,Jharkhand,4-Wheelers,15,4040,"₹ 6,06,00,00,000.00",,
01-Aug-22,Karnataka,4-Wheelers,363,23924,"₹ 35,88,60,00,000.00",,
01-Aug-22,Kerala,4-Wheelers,342,21051,"₹ 31,57,65,00,000.00",,
01-Aug-22,Ladakh,4-Wheelers,9,269,"₹ 40,35,00,000.00",,
01-Aug-22,Madhya Pradesh,4-Wheelers,72,15953,"₹ 23,92,95,00,000.00",,
01-Aug-22,Maharashtra,4-Wheelers,992,40173,"₹ 60,25,95,00,000.00",,
01-Aug-22,Odisha,4-Wheelers,43,5716,"₹ 8,57,40,00,000.00",,
01-Aug-22,Puducherry,4-Wheelers,4,758,"₹ 1,13,70,00,000.00",,
01-Aug-22,Punjab,4-Wheelers,3,9913,"₹ 14,86,95,00,000.00",,
01-Aug-22,Rajasthan,4-Wheelers,145,12578,"₹ 18,86,70,00,000.00",,
01-Aug-22,Tamil Nadu,4-Wheelers,182,20944,"₹ 31,41,60,00,000.00",,
01-Aug-22,Uttar Pradesh,4-Wheelers,15,25778,"₹ 38,66,70,00,000.00",,
01-Aug-22,Uttarakhand,4-Wheelers,34,3599,"₹ 5,39,85,00,000.00",,
01-Aug-22,West Bengal,4-Wheelers,110,9228,"₹ 13,84,20,00,000.00",,
01-Sep-22,Andhra Pradesh,4-Wheelers,61,8003,"₹ 12,00,45,00,000.00",,
01-Sep-22,Assam,4-Wheelers,13,8690,"₹ 13,03,50,00,000.00",,
01-Sep-22,Bihar,4-Wheelers,14,5315,"₹ 7,97,25,00,000.00",,
01-Sep-22,Chandigarh,4-Wheelers,26,2119,"₹ 3,17,85,00,000.00",,
01-Sep-22,Chhattisgarh,4-Wheelers,50,3978,"₹ 5,96,70,00,000.00",,
01-Sep-22,Delhi,4-Wheelers,471,14076,"₹ 21,11,40,00,000.00",,
01-Sep-22,Goa,4-Wheelers,42,1687,"₹ 2,53,05,00,000.00",,
01-Sep-22,Gujarat,4-Wheelers,299,25102,"₹ 37,65,30,00,000.00",,
01-Sep-22,Haryana,4-Wheelers,49,14140,"₹ 21,21,00,00,000.00",,
01-Sep-22,Himachal Pradesh,4-Wheelers,4,2815,"₹ 4,22,25,00,000.00",,
01-Sep-22,Jammu and Kashmir,4-Wheelers,4,4432,"₹ 6,64,80,00,000.00",,
01-Sep-22,Jharkhand,4-Wheelers,31,4183,"₹ 6,27,45,00,000.00",,
01-Sep-22,Karnataka,4-Wheelers,493,25136,"₹ 37,70,40,00,000.00",,
01-Sep-22,Kerala,4-Wheelers,397,19551,"₹ 29,32,65,00,000.00",,
01-Sep-22,Madhya Pradesh,4-Wheelers,61,11080,"₹ 16,62,00,00,000.00",,
01-Sep-22,Maharashtra,4-Wheelers,939,33643,"₹ 50,46,45,00,000.00",,
01-Sep-22,Meghalaya,4-Wheelers,2,1047,"₹ 1,57,05,00,000.00",,
01-Sep-22,Odisha,4-Wheelers,40,5941,"₹ 8,91,15,00,000.00",,
01-Sep-22,Puducherry,4-Wheelers,2,858,"₹ 1,28,70,00,000.00",,
01-Sep-22,Punjab,4-Wheelers,4,8968,"₹ 13,45,20,00,000.00",,
01-Sep-22,Rajasthan,4-Wheelers,150,12513,"₹ 18,76,95,00,000.00",,
01-Sep-22,Tamil Nadu,4-Wheelers,218,21233,"₹ 31,84,95,00,000.00",,
01-Sep-22,Uttar Pradesh,4-Wheelers,23,22777,"₹ 34,16,55,00,000.00",,
01-Sep-22,Uttarakhand,4-Wheelers,29,3066,"₹ 4,59,90,00,000.00",,
01-Sep-22,West Bengal,4-Wheelers,123,11473,"₹ 17,20,95,00,000.00",,
01-Oct-22,Andhra Pradesh,4-Wheelers,57,8075,"₹ 12,11,25,00,000.00",,
01-Oct-22,Assam,4-Wheelers,11,7529,"₹ 11,29,35,00,000.00",,
01-Oct-22,Bihar,4-Wheelers,19,7888,"₹ 11,83,20,00,000.00",,
01-Oct-22,Chandigarh,4-Wheelers,16,2422,"₹ 3,63,30,00,000.00",,
01-Oct-22,Chhattisgarh,4-Wheelers,51,7365,"₹ 11,04,75,00,000.00",,
01-Oct-22,DNH and DD,4-Wheelers,2,432,"₹ 64,80,00,000.00",,
01-Oct-22,Delhi,4-Wheelers,633,18613,"₹ 27,91,95,00,000.00",,
01-Oct-22,Goa,4-Wheelers,40,2230,"₹ 3,34,50,00,000.00",,
01-Oct-22,Gujarat,4-Wheelers,189,31456,"₹ 47,18,40,00,000.00",,
01-Oct-22,Haryana,4-Wheelers,39,21475,"₹ 32,21,25,00,000.00",,
01-Oct-22,Himachal Pradesh,4-Wheelers,2,3447,"₹ 5,17,05,00,000.00",,
01-Oct-22,Jammu and Kashmir,4-Wheelers,8,4556,"₹ 6,83,40,00,000.00",,
01-Oct-22,Jharkhand,4-Wheelers,22,6208,"₹ 9,31,20,00,000.00",,
01-Oct-22,Karnataka,4-Wheelers,563,26091,"₹ 39,13,65,00,000.00",,
01-Oct-22,Kerala,4-Wheelers,419,16857,"₹ 25,28,55,00,000.00",,
01-Oct-22,Madhya Pradesh,4-Wheelers,63,22052,"₹ 33,07,80,00,000.00",,
01-Oct-22,Maharashtra,4-Wheelers,1174,51561,"₹ 77,34,15,00,000.00",,
01-Oct-22,Odisha,4-Wheelers,43,6848,"₹ 10,27,20,00,000.00",,
01-Oct-22,Puducherry,4-Wheelers,4,754,"₹ 1,13,10,00,000.00",,
01-Oct-22,Punjab,4-Wheelers,3,10552,"₹ 15,82,80,00,000.00",,
01-Oct-22,Rajasthan,4-Wheelers,204,22678,"₹ 34,01,70,00,000.00",,
01-Oct-22,Tamil Nadu,4-Wheelers,184,18425,"₹ 27,63,75,00,000.00",,
01-Oct-22,Uttar Pradesh,4-Wheelers,21,42577,"₹ 63,86,55,00,000.00",,
01-Oct-22,Uttarakhand,4-Wheelers,50,5163,"₹ 7,74,45,00,000.00",,
01-Oct-22,West Bengal,4-Wheelers,94,6483,"₹ 9,72,45,00,000.00",,
01-Nov-22,Andhra Pradesh,4-Wheelers,95,6272,"₹ 9,40,80,00,000.00",,
01-Nov-22,Assam,4-Wheelers,10,7676,"₹ 11,51,40,00,000.00",,
01-Nov-22,Bihar,4-Wheelers,6,6295,"₹ 9,44,25,00,000.00",,
01-Nov-22,Chandigarh,4-Wheelers,61,2279,"₹ 3,41,85,00,000.00",,
01-Nov-22,Chhattisgarh,4-Wheelers,33,3846,"₹ 5,76,90,00,000.00",,
01-Nov-22,DNH and DD,4-Wheelers,2,455,"₹ 68,25,00,000.00",,
01-Nov-22,Delhi,4-Wheelers,483,15949,"₹ 23,92,35,00,000.00",,
01-Nov-22,Goa,4-Wheelers,26,1797,"₹ 2,69,55,00,000.00",,
01-Nov-22,Gujarat,4-Wheelers,374,36212,"₹ 54,31,80,00,000.00",,
01-Nov-22,Haryana,4-Wheelers,133,21202,"₹ 31,80,30,00,000.00",,
01-Nov-22,Himachal Pradesh,4-Wheelers,2,5135,"₹ 7,70,25,00,000.00",,
01-Nov-22,Jharkhand,4-Wheelers,15,4657,"₹ 6,98,55,00,000.00",,
01-Nov-22,Karnataka,4-Wheelers,564,23618,"₹ 35,42,70,00,000.00",,
01-Nov-22,Kerala,4-Wheelers,325,15267,"₹ 22,90,05,00,000.00",,
01-Nov-22,Madhya Pradesh,4-Wheelers,54,10575,"₹ 15,86,25,00,000.00",,
01-Nov-22,Maharashtra,4-Wheelers,1144,35215,"₹ 52,82,25,00,000.00",,
01-Nov-22,Odisha,4-Wheelers,53,5833,"₹ 8,74,95,00,000.00",,
01-Nov-22,Puducherry,4-Wheelers,9,782,"₹ 1,17,30,00,000.00",,
01-Nov-22,Rajasthan,4-Wheelers,113,15252,"₹ 22,87,80,00,000.00",,
01-Nov-22,Tamil Nadu,4-Wheelers,311,20180,"₹ 30,27,00,00,000.00",,
01-Nov-22,Uttar Pradesh,4-Wheelers,11,31886,"₹ 47,82,90,00,000.00",,
01-Nov-22,Uttarakhand,4-Wheelers,31,5199,"₹ 7,79,85,00,000.00",,
01-Nov-22,West Bengal,4-Wheelers,121,10465,"₹ 15,69,75,00,000.00",,
01-Dec-22,Andaman & Nicobar Island,4-Wheelers,3,229,"₹ 34,35,00,000.00",,
01-Dec-22,Andhra Pradesh,4-Wheelers,120,6769,"₹ 10,15,35,00,000.00",,
01-Dec-22,Assam,4-Wheelers,4,8441,"₹ 12,66,15,00,000.00",,
01-Dec-22,Bihar,4-Wheelers,5,4752,"₹ 7,12,80,00,000.00",,
01-Dec-22,Chandigarh,4-Wheelers,46,2261,"₹ 3,39,15,00,000.00",,
01-Dec-22,Chhattisgarh,4-Wheelers,40,3887,"₹ 5,83,05,00,000.00",,
01-Dec-22,DNH and DD,4-Wheelers,2,365,"₹ 54,75,00,000.00",,
01-Dec-22,Delhi,4-Wheelers,791,15492,"₹ 23,23,80,00,000.00",,
01-Dec-22,Goa,4-Wheelers,30,1744,"₹ 2,61,60,00,000.00",,
01-Dec-22,Gujarat,4-Wheelers,260,27614,"₹ 41,42,10,00,000.00",,
01-Dec-22,Haryana,4-Wheelers,177,18223,"₹ 27,33,45,00,000.00",,
01-Dec-22,Himachal Pradesh,4-Wheelers,7,4026,"₹ 6,03,90,00,000.00",,
01-Dec-22,Jammu and Kashmir,4-Wheelers,4,5304,"₹ 7,95,60,00,000.00",,
01-Dec-22,Jharkhand,4-Wheelers,22,3979,"₹ 5,96,85,00,000.00",,
01-Dec-22,Karnataka,4-Wheelers,438,22142,"₹ 33,21,30,00,000.00",,
01-Dec-22,Kerala,4-Wheelers,298,16601,"₹ 24,90,15,00,000.00",,
01-Dec-22,Madhya Pradesh,4-Wheelers,35,11124,"₹ 16,68,60,00,000.00",,
01-Dec-22,Maharashtra,4-Wheelers,887,32422,"₹ 48,63,30,00,000.00",,
01-Dec-22,Odisha,4-Wheelers,42,6616,"₹ 9,92,40,00,000.00",,
01-Dec-22,Puducherry,4-Wheelers,4,690,"₹ 1,03,50,00,000.00",,
01-Dec-22,Rajasthan,4-Wheelers,110,12634,"₹ 18,95,10,00,000.00",,
01-Dec-22,Tamil Nadu,4-Wheelers,406,20201,"₹ 30,30,15,00,000.00",,
01-Dec-22,Uttar Pradesh,4-Wheelers,13,27230,"₹ 40,84,50,00,000.00",,
01-Dec-22,Uttarakhand,4-Wheelers,24,3881,"₹ 5,82,15,00,000.00",,
01-Dec-22,West Bengal,4-Wheelers,65,8047,"₹ 12,07,05,00,000.00",,
01-Jan-23,Andhra Pradesh,4-Wheelers,121,10775,"₹ 16,16,25,00,000.00",,
01-Jan-23,Assam,4-Wheelers,5,7240,"₹ 10,86,00,00,000.00",,
01-Jan-23,Bihar,4-Wheelers,19,6600,"₹ 9,90,00,00,000.00",,
01-Jan-23,Chandigarh,4-Wheelers,50,2500,"₹ 3,75,00,00,000.00",,
01-Jan-23,Chhattisgarh,4-Wheelers,56,4880,"₹ 7,32,00,00,000.00",,
01-Jan-23,Delhi,4-Wheelers,331,17993,"₹ 26,98,95,00,000.00",,
01-Jan-23,Goa,4-Wheelers,44,1888,"₹ 2,83,20,00,000.00",,
01-Jan-23,Gujarat,4-Wheelers,212,25859,"₹ 38,78,85,00,000.00",,
01-Jan-23,Haryana,4-Wheelers,141,25164,"₹ 37,74,60,00,000.00",,
01-Jan-23,Himachal Pradesh,4-Wheelers,5,4192,"₹ 6,28,80,00,000.00",,
01-Jan-23,Jammu and Kashmir,4-Wheelers,4,4245,"₹ 6,36,75,00,000.00",,
01-Jan-23,Jharkhand,4-Wheelers,41,5016,"₹ 7,52,40,00,000.00",,
01-Jan-23,Karnataka,4-Wheelers,587,26011,"₹ 39,01,65,00,000.00",,
01-Jan-23,Kerala,4-Wheelers,344,17267,"₹ 25,90,05,00,000.00",,
01-Jan-23,Madhya Pradesh,4-Wheelers,69,17945,"₹ 26,91,75,00,000.00",,
01-Jan-23,Maharashtra,4-Wheelers,827,44349,"₹ 66,52,35,00,000.00",,
01-Jan-23,Manipur,4-Wheelers,3,892,"₹ 1,33,80,00,000.00",,
01-Jan-23,Odisha,4-Wheelers,51,6278,"₹ 9,41,70,00,000.00",,
01-Jan-23,Puducherry,4-Wheelers,3,1004,"₹ 1,50,60,00,000.00",,
01-Jan-23,Rajasthan,4-Wheelers,155,18017,"₹ 27,02,55,00,000.00",,
01-Jan-23,Tamil Nadu,4-Wheelers,202,24430,"₹ 36,64,50,00,000.00",,
01-Jan-23,Uttar Pradesh,4-Wheelers,26,41439,"₹ 62,15,85,00,000.00",,
01-Jan-23,Uttarakhand,4-Wheelers,16,5040,"₹ 7,56,00,00,000.00",,
01-Jan-23,West Bengal,4-Wheelers,124,9141,"₹ 13,71,15,00,000.00",,
01-Feb-23,Andhra Pradesh,4-Wheelers,116,6628,"₹ 9,94,20,00,000.00",,
01-Feb-23,Assam,4-Wheelers,13,7029,"₹ 10,54,35,00,000.00",,
01-Feb-23,Bihar,4-Wheelers,46,6117,"₹ 9,17,55,00,000.00",,
01-Feb-23,Chandigarh,4-Wheelers,59,2061,"₹ 3,09,15,00,000.00",,
01-Feb-23,Chhattisgarh,4-Wheelers,73,4196,"₹ 6,29,40,00,000.00",,
01-Feb-23,DNH and DD,4-Wheelers,3,411,"₹ 61,65,00,000.00",,
01-Feb-23,Delhi,4-Wheelers,510,14823,"₹ 22,23,45,00,000.00",,
01-Feb-23,Goa,4-Wheelers,83,1760,"₹ 2,64,00,00,000.00",,
01-Feb-23,Gujarat,4-Wheelers,271,28856,"₹ 43,28,40,00,000.00",,
01-Feb-23,Haryana,4-Wheelers,175,19656,"₹ 29,48,40,00,000.00",,
01-Feb-23,Himachal Pradesh,4-Wheelers,21,3952,"₹ 5,92,80,00,000.00",,
01-Feb-23,Jammu and Kashmir,4-Wheelers,8,4449,"₹ 6,67,35,00,000.00",,
01-Feb-23,Jharkhand,4-Wheelers,33,4234,"₹ 6,35,10,00,000.00",,
01-Feb-23,Karnataka,4-Wheelers,616,21837,"₹ 32,75,55,00,000.00",,
01-Feb-23,Kerala,4-Wheelers,662,14603,"₹ 21,90,45,00,000.00",,
01-Feb-23,Madhya Pradesh,4-Wheelers,144,17295,"₹ 25,94,25,00,000.00",,
01-Feb-23,Maharashtra,4-Wheelers,1012,30727,"₹ 46,09,05,00,000.00",,
01-Feb-23,Manipur,4-Wheelers,5,756,"₹ 1,13,40,00,000.00",,
01-Feb-23,Odisha,4-Wheelers,60,5397,"₹ 8,09,55,00,000.00",,
01-Feb-23,Puducherry,4-Wheelers,3,703,"₹ 1,05,45,00,000.00",,
01-Feb-23,Punjab,4-Wheelers,18,11765,"₹ 17,64,75,00,000.00",,
01-Feb-23,Rajasthan,4-Wheelers,293,15819,"₹ 23,72,85,00,000.00",,
01-Feb-23,Tamil Nadu,4-Wheelers,307,18758,"₹ 28,13,70,00,000.00",,
01-Feb-23,Uttar Pradesh,4-Wheelers,60,32464,"₹ 48,69,60,00,000.00",,
01-Feb-23,Uttarakhand,4-Wheelers,23,3985,"₹ 5,97,75,00,000.00",,
01-Feb-23,West Bengal,4-Wheelers,142,8054,"₹ 12,08,10,00,000.00",,
01-Mar-23,Andhra Pradesh,4-Wheelers,173,7764,"₹ 11,64,60,00,000.00",,
01-Mar-23,Assam,4-Wheelers,20,8324,"₹ 12,48,60,00,000.00",,
01-Mar-23,Bihar,4-Wheelers,47,6322,"₹ 9,48,30,00,000.00",,
01-Mar-23,Chandigarh,4-Wheelers,131,2589,"₹ 3,88,35,00,000.00",,
01-Mar-23,Chhattisgarh,4-Wheelers,95,5119,"₹ 7,67,85,00,000.00",,
01-Mar-23,DNH and DD,4-Wheelers,2,485,"₹ 72,75,00,000.00",,
01-Mar-23,Delhi,4-Wheelers,1544,18638,"₹ 27,95,70,00,000.00",,
01-Mar-23,Goa,4-Wheelers,112,2439,"₹ 3,65,85,00,000.00",,
01-Mar-23,Gujarat,4-Wheelers,498,26082,"₹ 39,12,30,00,000.00",,
01-Mar-23,Haryana,4-Wheelers,477,21547,"₹ 32,32,05,00,000.00",,
01-Mar-23,Himachal Pradesh,4-Wheelers,7,3574,"₹ 5,36,10,00,000.00",,
01-Mar-23,Jammu and Kashmir,4-Wheelers,17,5388,"₹ 8,08,20,00,000.00",,
01-Mar-23,Jharkhand,4-Wheelers,52,4670,"₹ 7,00,50,00,000.00",,
01-Mar-23,Karnataka,4-Wheelers,1062,28169,"₹ 42,25,35,00,000.00",,
01-Mar-23,Kerala,4-Wheelers,1107,24727,"₹ 37,09,05,00,000.00",,
01-Mar-23,Madhya Pradesh,4-Wheelers,159,14745,"₹ 22,11,75,00,000.00",,
01-Mar-23,Maharashtra,4-Wheelers,1389,42854,"₹ 64,28,10,00,000.00",,
01-Mar-23,Odisha,4-Wheelers,74,6358,"₹ 9,53,70,00,000.00",,
01-Mar-23,Puducherry,4-Wheelers,4,999,"₹ 1,49,85,00,000.00",,
01-Mar-23,Punjab,4-Wheelers,13,12430,"₹ 18,64,50,00,000.00",,
01-Mar-23,Rajasthan,4-Wheelers,425,18370,"₹ 27,55,50,00,000.00",,
01-Mar-23,Tamil Nadu,4-Wheelers,571,22131,"₹ 33,19,65,00,000.00",,
01-Mar-23,Tripura,4-Wheelers,9,329,"₹ 49,35,00,000.00",,
01-Mar-23,Uttar Pradesh,4-Wheelers,431,34186,"₹ 51,27,90,00,000.00",,
01-Mar-23,Uttarakhand,4-Wheelers,48,4596,"₹ 6,89,40,00,000.00",,
01-Mar-23,West Bengal,4-Wheelers,352,8955,"₹ 13,43,25,00,000.00",,
01-Apr-23,Andhra Pradesh,4-Wheelers,225,7229,"₹ 10,84,35,00,000.00",,
01-Apr-23,Assam,4-Wheelers,20,7022,"₹ 10,53,30,00,000.00",,
01-Apr-23,Bihar,4-Wheelers,40,5840,"₹ 8,76,00,00,000.00",,
01-Apr-23,Chandigarh,4-Wheelers,62,2482,"₹ 3,72,30,00,000.00",,
01-Apr-23,Chhattisgarh,4-Wheelers,93,5558,"₹ 8,33,70,00,000.00",,
01-Apr-23,Delhi,4-Wheelers,551,14861,"₹ 22,29,15,00,000.00",,
01-Apr-23,Goa,4-Wheelers,57,1633,"₹ 2,44,95,00,000.00",,
01-Apr-23,Gujarat,4-Wheelers,537,28451,"₹ 42,67,65,00,000.00",,
01-Apr-23,Haryana,4-Wheelers,363,21914,"₹ 32,87,10,00,000.00",,
01-Apr-23,Himachal Pradesh,4-Wheelers,9,3880,"₹ 5,82,00,00,000.00",,
01-Apr-23,Jammu and Kashmir,4-Wheelers,4,3728,"₹ 5,59,20,00,000.00",,
01-Apr-23,Jharkhand,4-Wheelers,39,4281,"₹ 6,42,15,00,000.00",,
01-Apr-23,Karnataka,4-Wheelers,762,22368,"₹ 33,55,20,00,000.00",,
01-Apr-23,Kerala,4-Wheelers,637,9171,"₹ 13,75,65,00,000.00",,
01-Apr-23,Madhya Pradesh,4-Wheelers,95,10894,"₹ 16,34,10,00,000.00",,
01-Apr-23,Maharashtra,4-Wheelers,1139,35336,"₹ 53,00,40,00,000.00",,
01-Apr-23,Meghalaya,4-Wheelers,2,1094,"₹ 1,64,10,00,000.00",,
01-Apr-23,Odisha,4-Wheelers,84,5315,"₹ 7,97,25,00,000.00",,
01-Apr-23,Puducherry,4-Wheelers,5,735,"₹ 1,10,25,00,000.00",,
01-Apr-23,Punjab,4-Wheelers,22,9734,"₹ 14,60,10,00,000.00",,
01-Apr-23,Rajasthan,4-Wheelers,291,14377,"₹ 21,56,55,00,000.00",,
01-Apr-23,Tamil Nadu,4-Wheelers,399,18659,"₹ 27,98,85,00,000.00",,
01-Apr-23,Uttar Pradesh,4-Wheelers,364,32143,"₹ 48,21,45,00,000.00",,
01-Apr-23,Uttarakhand,4-Wheelers,47,4887,"₹ 7,33,05,00,000.00",,
01-Apr-23,West Bengal,4-Wheelers,152,7999,"₹ 11,99,85,00,000.00",,
01-May-23,Andhra Pradesh,4-Wheelers,216,8095,"₹ 12,14,25,00,000.00",,
01-May-23,Assam,4-Wheelers,30,6994,"₹ 10,49,10,00,000.00",,
01-May-23,Bihar,4-Wheelers,46,6865,"₹ 10,29,75,00,000.00",,
01-May-23,Chandigarh,4-Wheelers,83,2556,"₹ 3,83,40,00,000.00",,
01-May-23,Chhattisgarh,4-Wheelers,185,3785,"₹ 5,67,75,00,000.00",,
01-May-23,DNH and DD,4-Wheelers,4,416,"₹ 62,40,00,000.00",,
01-May-23,Delhi,4-Wheelers,787,16609,"₹ 24,91,35,00,000.00",,
01-May-23,Goa,4-Wheelers,85,1878,"₹ 2,81,70,00,000.00",,
01-May-23,Gujarat,4-Wheelers,710,25770,"₹ 38,65,50,00,000.00",,
01-May-23,Haryana,4-Wheelers,211,21218,"₹ 31,82,70,00,000.00",,
01-May-23,Himachal Pradesh,4-Wheelers,21,3565,"₹ 5,34,75,00,000.00",,
01-May-23,Jammu and Kashmir,4-Wheelers,14,5095,"₹ 7,64,25,00,000.00",,
01-May-23,Jharkhand,4-Wheelers,37,4755,"₹ 7,13,25,00,000.00",,
01-May-23,Karnataka,4-Wheelers,999,22601,"₹ 33,90,15,00,000.00",,
01-May-23,Kerala,4-Wheelers,954,14819,"₹ 22,22,85,00,000.00",,
01-May-23,Madhya Pradesh,4-Wheelers,136,12488,"₹ 18,73,20,00,000.00",,
01-May-23,Maharashtra,4-Wheelers,1137,35179,"₹ 52,76,85,00,000.00",,
01-May-23,Manipur,4-Wheelers,4,119,"₹ 17,85,00,000.00",,
01-May-23,Meghalaya,4-Wheelers,2,1027,"₹ 1,54,05,00,000.00",,
01-May-23,Odisha,4-Wheelers,105,5951,"₹ 8,92,65,00,000.00",,
01-May-23,Puducherry,4-Wheelers,6,943,"₹ 1,41,45,00,000.00",,
01-May-23,Punjab,4-Wheelers,63,11047,"₹ 16,57,05,00,000.00",,
01-May-23,Rajasthan,4-Wheelers,419,16157,"₹ 24,23,55,00,000.00",,
01-May-23,Tamil Nadu,4-Wheelers,529,20789,"₹ 31,18,35,00,000.00",,
01-May-23,Tripura,4-Wheelers,2,436,"₹ 65,40,00,000.00",,
01-May-23,Uttar Pradesh,4-Wheelers,472,34515,"₹ 51,77,25,00,000.00",,
01-May-23,Uttarakhand,4-Wheelers,61,4675,"₹ 7,01,25,00,000.00",,
01-May-23,West Bengal,4-Wheelers,322,8672,"₹ 13,00,80,00,000.00",,
01-Jun-23,Andhra Pradesh,4-Wheelers,156,6611,"₹ 9,91,65,00,000.00",,
01-Jun-23,Assam,4-Wheelers,28,6751,"₹ 10,12,65,00,000.00",,
01-Jun-23,Bihar,4-Wheelers,52,6134,"₹ 9,20,10,00,000.00",,
01-Jun-23,Chandigarh,4-Wheelers,77,2597,"₹ 3,89,55,00,000.00",,
01-Jun-23,Chhattisgarh,4-Wheelers,114,3650,"₹ 5,47,50,00,000.00",,
01-Jun-23,Delhi,4-Wheelers,935,15723,"₹ 23,58,45,00,000.00",,
01-Jun-23,Goa,4-Wheelers,75,1699,"₹ 2,54,85,00,000.00",,
01-Jun-23,Gujarat,4-Wheelers,698,24829,"₹ 37,24,35,00,000.00",,
01-Jun-23,Haryana,4-Wheelers,263,21135,"₹ 31,70,25,00,000.00",,
01-Jun-23,Himachal Pradesh,4-Wheelers,19,3448,"₹ 5,17,20,00,000.00",,
01-Jun-23,Jammu and Kashmir,4-Wheelers,18,4437,"₹ 6,65,55,00,000.00",,
01-Jun-23,Jharkhand,4-Wheelers,48,4320,"₹ 6,48,00,00,000.00",,
01-Jun-23,Karnataka,4-Wheelers,1142,24603,"₹ 36,90,45,00,000.00",,
01-Jun-23,Kerala,4-Wheelers,885,14389,"₹ 21,58,35,00,000.00",,
01-Jun-23,Madhya Pradesh,4-Wheelers,107,10927,"₹ 16,39,05,00,000.00",,
01-Jun-23,Maharashtra,4-Wheelers,1360,36069,"₹ 54,10,35,00,000.00",,
01-Jun-23,Meghalaya,4-Wheelers,2,950,"₹ 1,42,50,00,000.00",,
01-Jun-23,Odisha,4-Wheelers,89,5873,"₹ 8,80,95,00,000.00",,
01-Jun-23,Puducherry,4-Wheelers,8,910,"₹ 1,36,50,00,000.00",,
01-Jun-23,Punjab,4-Wheelers,76,10547,"₹ 15,82,05,00,000.00",,
01-Jun-23,Rajasthan,4-Wheelers,380,15534,"₹ 23,30,10,00,000.00",,
01-Jun-23,Tamil Nadu,4-Wheelers,572,22976,"₹ 34,46,40,00,000.00",,
01-Jun-23,Tripura,4-Wheelers,2,375,"₹ 56,25,00,000.00",,
01-Jun-23,Uttar Pradesh,4-Wheelers,393,30578,"₹ 45,86,70,00,000.00",,
01-Jun-23,Uttarakhand,4-Wheelers,42,4393,"₹ 6,58,95,00,000.00",,
01-Jun-23,West Bengal,4-Wheelers,247,8471,"₹ 12,70,65,00,000.00",,
01-Jul-23,Andaman & Nicobar Island,4-Wheelers,3,163,"₹ 24,45,00,000.00",,
01-Jul-23,Andhra Pradesh,4-Wheelers,157,6820,"₹ 10,23,00,00,000.00",,
01-Jul-23,Arunachal Pradesh,4-Wheelers,2,1069,"₹ 1,60,35,00,000.00",,
01-Jul-23,Assam,4-Wheelers,23,7381,"₹ 11,07,15,00,000.00",,
01-Jul-23,Bihar,4-Wheelers,58,5189,"₹ 7,78,35,00,000.00",,
01-Jul-23,Chandigarh,4-Wheelers,71,2326,"₹ 3,48,90,00,000.00",,
01-Jul-23,Chhattisgarh,4-Wheelers,94,3346,"₹ 5,01,90,00,000.00",,
01-Jul-23,DNH and DD,4-Wheelers,4,391,"₹ 58,65,00,000.00",,
01-Jul-23,Delhi,4-Wheelers,831,15285,"₹ 22,92,75,00,000.00",,
01-Jul-23,Goa,4-Wheelers,84,1739,"₹ 2,60,85,00,000.00",,
01-Jul-23,Gujarat,4-Wheelers,692,27755,"₹ 41,63,25,00,000.00",,
01-Jul-23,Haryana,4-Wheelers,92,11915,"₹ 17,87,25,00,000.00",,
01-Jul-23,Himachal Pradesh,4-Wheelers,12,3956,"₹ 5,93,40,00,000.00",,
01-Jul-23,Jammu and Kashmir,4-Wheelers,11,4435,"₹ 6,65,25,00,000.00",,
01-Jul-23,Jharkhand,4-Wheelers,31,4010,"₹ 6,01,50,00,000.00",,
01-Jul-23,Karnataka,4-Wheelers,1221,23154,"₹ 34,73,10,00,000.00",,
01-Jul-23,Kerala,4-Wheelers,871,14002,"₹ 21,00,30,00,000.00",,
01-Jul-23,Madhya Pradesh,4-Wheelers,138,10811,"₹ 16,21,65,00,000.00",,
01-Jul-23,Maharashtra,4-Wheelers,1103,36082,"₹ 54,12,30,00,000.00",,
01-Jul-23,Manipur,4-Wheelers,6,427,"₹ 64,05,00,000.00",,
01-Jul-23,Meghalaya,4-Wheelers,3,1030,"₹ 1,54,50,00,000.00",,
01-Jul-23,Odisha,4-Wheelers,134,5745,"₹ 8,61,75,00,000.00",,
01-Jul-23,Puducherry,4-Wheelers,7,809,"₹ 1,21,35,00,000.00",,
01-Jul-23,Punjab,4-Wheelers,92,10766,"₹ 16,14,90,00,000.00",,
01-Jul-23,Rajasthan,4-Wheelers,405,14064,"₹ 21,09,60,00,000.00",,
01-Jul-23,Tamil Nadu,4-Wheelers,630,20553,"₹ 30,82,95,00,000.00",,
01-Jul-23,Tripura,4-Wheelers,2,578,"₹ 86,70,00,000.00",,
01-Jul-23,Uttar Pradesh,4-Wheelers,420,29214,"₹ 43,82,10,00,000.00",,
01-Jul-23,Uttarakhand,4-Wheelers,53,4216,"₹ 6,32,40,00,000.00",,
